Jimmy,Salomon,35,1,6,87,67,61,93,69,78,41,12,21,5292,White Sox,0,0
Ricky,Swain,22,1,5,46,80,42,89,69,40,34,37,88,286528,White Sox,0,0
Charles,Combs,21,1,5,50,67,93,4,7,57,55,65,83,447785,White Sox,0,0
Joe,Scurlock,20,1,8,45,52,81,23,50,21,41,8,81,52488,White Sox,0,0
Brandon,Montes,39,1,6,34,91,38,60,14,84,66,50,5,1250,White Sox,0,0
Alan,Schechter,20,1,2,63,13,34,73,33,1,39,87,70,426300,White Sox,0,0
Steven,Toro,36,1,3,87,35,21,62,53,1,32,21,93,181629,White Sox,0,0
Jesse,Terrell,28,2,48,20,67,18,13,40,49,87,13,85,93925,Reds,0,0
James,Craze,21,3,86,41,23,70,38,69,13,73,92,7,4508,Reds,0,0
Mohamed,Walters,27,4,50,66,44,7,63,36,19,18,11,6,396,Reds,0,0
Michael,Dalton,29,5,86,11,99,85,16,35,25,45,43,47,94987,Reds,0,0
Anthony,Case,39,6,57,45,92,95,35,83,54,83,99,33,107811,Reds,0,0
Thomas,Stoddard,28,7,95,43,72,21,20,31,99,9,15,72,77760,Reds,0,0
Robert,Snowden,26,8,87,19,95,53,51,63,60,90,76,1,76,Reds,0,0
Robert,Torres,32,9,32,52,78,91,88,81,7,31,10,81,65610,Reds,0,0
Matt,Hahn,34,8,70,39,39,67,6,61,88,88,61,10,6100,Reds,0,0
Tony,Hollingshead,28,6,92,64,54,8,46,72,34,16,61,83,420229,Reds,0,0
Michael,Brown,38,6,42,76,36,25,14,98,30,89,85,56,266560,Reds,0,0
Ethan,Farley,27,6,59,97,72,25,10,73,98,51,13,11,1573,Reds,0,0
Michael,Thomas,21,3,76,20,99,42,27,46,22,54,44,98,422576,Reds,0,0
Fred,Amabile,26,1,3,60,49,48,45,97,7,5,21,49,50421,Reds,0,0
Scott,Janssen,36,1,6,62,98,23,91,79,12,30,49,59,170569,Reds,0,0
Jermaine,Ramirez,27,1,4,88,75,77,37,73,34,82,40,50,100000,Reds,0,0
Leland,Johnson,35,1,5,87,65,42,62,41,63,77,31,98,297724,Reds,0,0
Kevin,Porter,26,1,3,49,9,49,10,19,92,92,2,29,1682,Reds,0,0
Chris,Waite,32,1,5,59,57,63,46,10,31,68,85,71,428485,Reds,0,0
James,Daniel,38,1,8,49,62,49,8,55,9,14,53,55,160325,Reds,0,0
Joseph,Bowling,20,1,3,15,87,56,81,43,50,23,6,62,23064,Reds,0,0
Miguel,Lamb,30,1,9,10,81,51,79,30,6,1,83,55,251075,Reds,0,0
Arthur,Williams,22,1,7,35,62,14,26,21,13,95,51,67,228939,Reds,0,0
Kenneth,Phelps,28,1,2,64,48,12,85,90,26,59,15,46,31740,Reds,0,0
John,Jeter,28,1,1,82,21,32,28,66,74,91,79,65,333775,Reds,0,0
Christopher,Hebert,32,1,1,74,47,12,31,30,95,88,37,90,299700,Reds,0,0
Reggie,Serrano,25,2,68,53,98,89,79,78,74,40,13,6,468,Indians,0,0
Nicholas,Smith,22,3,83,52,60,92,39,55,7,86,45,58,151380,Indians,0,0
Bennie,Galvez,26,4,75,62,98,23,21,26,19,4,33,35,40425,Indians,0,0
Allan,Delgadillo,35,5,88,25,86,31,95,37,78,71,56,34,64736,Indians,0,0
Michael,Cotton,37,6,44,36,25,51,77,96,32,30,79,32,80896,Indians,0,0
Edward,Keller,26,7,58,43,13,60,73,94,76,7,5,61,18605,Indians,0,0
Kevin,Bouie,32,8,85,42,85,15,6,26,47,12,68,88,526592,Indians,0,0
Tim,Stephens,26,9,62,43,35,23,57,37,94,31,14,15,3150,Indians,0,0
Alex,Gorman,35,3,62,63,42,64,8,10,8,24,85,81,557685,Indians,0,0
Malcolm,Everson,35,4,89,46,28,64,77,6,99,54,93,88,720192,Indians,0,0
Louis,Greenfeld,35,5,73,25,80,98,60,81,38,15,24,1,24,Indians,0,0
Dennis,Barretta,25,5,70,68,38,9,77,67,97,93,52,52,140608,Indians,0,0
Eliseo,White,28,2,75,66,11,38,88,50,78,54,23,7,1127,Indians,0,0
Salvatore,Jones,24,1,8,87,85,75,54,21,48,28,34,18,11016,Indians,0,0
Lyle,Bickel,22,1,6,1,66,61,9,87,76,93,71,84,500976,Indians,0,0
Aurelio,Green,26,1,8,33,54,59,17,37,14,97,62,80,396800,Indians,0,0
Jason,Ortiz,35,1,1,49,4,31,73,4,61,79,77,8,4928,Indians,0,0
Charles,Vang,26,1,9,88,82,54,31,5,93,83,23,58,77372,Indians,0,0
Brandon,Walker,26,1,14,73,12,92,72,21,93,11,84,43,155316,Indians,0,0
Troy,Drake,34,1,1,82,71,44,95,53,32,1,24,75,135000,Indians,0,0
Scottie,Beauprez,28,1,4,70,32,57,71,27,52,23,40,88,309760,Indians,0,0
Rigoberto,Eichenlaub,34,1,2,49,44,56,66,76,56,6,59,54,172044,Indians,0,0
Herman,Chase,32,1,6,28,24,95,9,72,56,34,27,81,177147,Indians,0,0
Robert,Woolsey,39,1,8,94,4,87,35,99,66,10,46,3,414,Indians,0,0
Harry,Brooks,37,1,5,35,78,46,72,94,31,48,74,17,21386,Indians,0,0
Travis,Mcghee,30,1,1,37,38,11,62,8,29,77,62,84,437472,Indians,0,0
Joseph,Howry,38,2,73,63,65,2,50,4,19,56,69,40,110400,Rockies,0,0
Felix,Alexander,29,3,32,22,27,83,82,56,84,26,29,82,194996,Rockies,0,0
Michael,Nelson,36,4,56,41,85,4,66,25,5,35,83,19,29963,Rockies,0,0
Ronald,Anchors,26,5,71,32,63,66,92,21,94,22,44,65,185900,Rockies,0,0
James,Munoz,35,6,58,64,27,78,66,70,35,87,18,76,103968,Rockies,0,0
Frederick,Doane,21,7,36,15,83,25,6,67,86,52,51,92,431664,Rockies,0,0
George,Maenpaa,28,8,70,13,69,57,84,42,11,30,99,13,16731,Rockies,0,0
Thomas,Sawyer,32,9,58,64,44,83,88,86,51,80,53,67,237917,Rockies,0,0
Johnny,Mcghee,26,4,36,3,64,52,34,29,93,8,87,11,10527,Rockies,0,0
Richard,Bosley,27,6,93,8,3,18,47,49,8,17,73,62,280612,Rockies,0,0
Ira,Davis,38,7,56,81,68,31,37,60,7,44,85,41,142885,Rockies,0,0
James,Morosow,30,3,79,42,33,38,42,5,51,81,27,84,190512,Rockies,0,0
Charles,Bailey,27,6,53,37,34,71,34,92,63,42,42,70,205800,Rockies,0,0
Carlos,Altom,25,1,2,46,43,45,21,64,71,20,63,86,465948,Rockies,0,0
Luis,Jackson,37,1,6,48,70,96,78,33,58,82,96,37,131424,Rockies,0,0
Troy,Poole,24,1,3,1,8,97,36,16,19,93,65,9,5265,Rockies,0,0
Steve,Lemus,32,1,4,94,91,26,56,25,24,44,22,92,186208,Rockies,0,0
Floyd,Meeks,27,1,6,82,96,76,99,22,94,70,54,48,124416,Rockies,0,0
Jerry,Gallagher,20,1,4,85,96,62,44,25,3,41,47,21,20727,Rockies,0,0
Joseph,Kelley,21,1,7,17,42,92,72,36,48,63,43,68,198832,Rockies,0,0
Travis,Williams,23,1,5,27,25,64,93,14,9,65,43,88,332992,Rockies,0,0
Ralph,Alger,25,1,9,93,53,29,6,30,50,30,57,60,205200,Rockies,0,0
David,Herrick,39,1,4,15,75,23,1,83,57,3,3,48,6912,Rockies,0,0
Thomas,Mazzotta,32,1,4,51,76,92,94,38,12,52,12,75,67500,Rockies,0,0
Clint,Scott,36,1,8,16,29,44,30,51,69,64,21,95,189525,Rockies,0,0
John,Chreene,32,1,7,7,36,12,65,8,73,26,34,80,217600,Rockies,0,0
Jason,Smith,37,2,66,31,7,16,1,28,54,1,69,15,15525,Tigers,0,0
Simon,Vargas,29,3,91,1,31,13,84,64,42,4,1,80,6400,Tigers,0,0
James,Shalash,30,4,54,82,74,5,79,35,71,10,79,30,71100,Tigers,0,0
Michael,Leffler,25,5,35,1,34,18,49,37,32,33,48,75,270000,Tigers,0,0
Michael,Graves,21,6,46,28,64,90,2,66,33,79,67,71,337747,Tigers,0,0
Melvin,Byrd,26,7,60,36,78,72,35,73,24,89,37,75,208125,Tigers,0,0
Richard,Johnson,32,8,30,47,37,96,33,69,21,72,65,42,114660,Tigers,0,0
Larry,Davis,35,9,87,86,75,20,49,5,27,46,37,33,40293,Tigers,0,0
Stephen,Styons,20,7,57,84,74,5,90,67,8,80,59,3,531,Tigers,0,0
Robert,Vandestreek,39,7,87,58,54,21,77,5,60,15,9,43,16641,Tigers,0,0
Cameron,Buffkin,28,6,88,43,60,51,92,18,97,29,86,88,665984,Tigers,0,0
Michael,Witcher,33,2,90,29,66,19,75,77,11,57,96,68,443904,Tigers,0,0
Louis,Wong,35,6,94,89,15,98,29,88,70,47,36,36,46656,Tigers,0,0
David,Marcial,28,1,6,89,68,77,40,95,70,3,74,7,3626,Tigers,0,0
Robert,Petro,35,1,7,89,89,56,94,92,52,3,15,53,42135,Tigers,0,0
Frederick,Hendrick,38,1,6,62,76,64,73,2,68,88,74,29,62234,Tigers,0,0
Joe,Brewer,20,1,5,34,19,77,8,94,21,85,50,87,378450,Tigers,0,0
William,Thomas,25,1,5,80,78,66,45,9,86,76,17,79,106097,Tigers,0,0
Jonathan,Dale,34,1,14,14,90,83,13,98,41,71,74,57,240426,Tigers,0,0
Barton,Whitaker,29,1,35,90,77,94,15,86,24,53,62,50,155000,Tigers,0,0
Kenneth,Platt,20,1,10,66,9,7,35,43,18,45,45,95,406125,Tigers,0,0
John,Merchant,39,1,1,85,76,23,88,11,16,74,80,31,76880,Tigers,0,0
John,Pair,30,1,2,21,44,80,73,36,57,76,39,93,337311,Tigers,0,0
Roger,Pham,27,1,3,48,35,46,60,2,81,74,65,73,346385,Tigers,0,0
Frank,Kremer,38,1,4,13,4,29,51,81,56,91,53,24,30528,Tigers,0,0
Richard,Miller,30,1,4,42,72,29,26,52,84,44,41,54,119556,Tigers,0,0
John,Carlock,29,2,78,46,10,51,6,57,41,3,68,77,403172,Astros,0,0
William,Perry,30,3,57,1,73,28,33,67,8,26,99,4,1584,Astros,0,0
Robert,Navarro,32,4,97,74,20,39,43,76,42,68,66,68,305184,Astros,0,0
Ellis,Lee,36,5,50,74,83,31,33,61,11,21,3,23,1587,Astros,0,0
Mark,Popken,36,6,60,37,27,92,17,45,38,91,85,2,340,Astros,0,0
James,Klase,32,7,84,66,53,95,76,45,65,28,86,98,825944,Astros,0,0
Alexander,Cunningham,30,8,99,95,53,72,48,9,48,5,12,51,31212,Astros,0,0
Patrick,Mayle,38,9,51,87,31,63,41,92,97,18,21,94,185556,Astros,0,0
Sean,Manzano,35,2,35,36,51,89,61,53,68,47,31,33,33759,Astros,0,0
Richard,Lynch,26,8,50,79,30,86,33,42,48,97,44,59,153164,Astros,0,0
George,Adams,34,3,53,10,51,85,54,79,67,79,71,89,562391,Astros,0,0
Larry,Cummings,20,7,56,96,48,97,67,97,73,88,43,26,29068,Astros,0,0
Michael,Buckner,31,8,53,16,83,81,94,38,49,58,61,36,79056,Astros,0,0
Dale,Walraven,27,1,6,20,45,87,88,48,88,78,29,60,104400,Astros,0,0
George,Ochoa,38,1,6,83,10,61,13,55,99,58,58,97,545722,Astros,0,0
Joey,Martino,30,1,7,72,69,89,67,28,26,94,63,82,423612,Astros,0,0
Manuel,Coleman,36,1,3,9,21,9,43,99,85,28,44,20,17600,Astros,0,0
Frederick,Walker,36,1,6,3,43,14,46,73,26,19,87,59,302847,Astros,0,0
Christopher,Minks,37,1,6,6,44,66,21,35,99,30,40,64,163840,Astros,0,0
Andrew,Maxham,38,1,6,86,54,44,83,80,68,29,7,62,26908,Astros,0,0
John,Parsons,27,1,8,34,68,12,59,90,68,68,56,20,22400,Astros,0,0
Roy,Redington,21,1,4,95,59,56,80,72,41,88,51,96,470016,Astros,0,0
Donald,Frisby,33,1,5,18,69,20,73,8,94,41,11,34,12716,Astros,0,0
Thomas,Mccartney,33,1,9,66,87,74,81,83,38,13,26,23,13754,Astros,0,0
Anthony,Paul,37,1,9,85,8,10,91,43,59,47,64,21,28224,Astros,0,0
Lester,Grams,27,1,8,83,57,20,16,59,77,91,60,12,8640,Astros,0,0
Joseph,Spears,23,2,72,56,41,34,20,64,82,23,19,25,11875,Royals,0,0
Floyd,Mendoza,35,3,75,67,54,18,17,15,95,92,95,21,41895,Royals,0,0
Samuel,Robbins,27,4,47,52,78,64,50,30,60,22,47,52,127088,Royals,0,0
William,Goodstein,28,5,57,70,2,60,44,24,20,25,16,63,63504,Royals,0,0
Bradley,Schiavo,22,6,62,26,42,83,65,13,65,76,40,1,40,Royals,0,0
Max,Eskind,37,7,84,77,10,91,38,48,40,35,36,84,254016,Royals,0,0
Jamie,Powell,20,8,38,58,88,64,10,44,73,44,95,5,2375,Royals,0,0
Jesse,Greco,31,9,46,9,85,71,72,63,6,11,21,89,166341,Royals,0,0
Raymond,Westerberg,37,7,47,97,81,2,62,93,68,3,95,46,201020,Royals,0,0
Zachary,Cuen,30,7,69,88,82,43,92,30,52,97,91,39,138411,Royals,0,0
Andrew,Wolfe,38,6,43,95,4,24,3,56,50,24,45,71,226845,Royals,0,0
Richard,Souther,30,6,31,98,14,41,5,64,76,40,86,83,592454,Royals,0,0
Augustus,Johnson,37,5,35,28,19,49,27,79,74,63,1,89,7921,Royals,0,0
Walter,Ragland,36,1,5,92,62,43,12,18,45,81,64,53,179776,Royals,0,0
Ross,Mannon,21,1,18,34,78,1,74,72,36,16,78,3,702,Royals,0,0
Donald,Stokes,27,1,1,93,46,67,1,61,59,42,99,7,4851,Royals,0,0
Lionel,King,30,1,8,88,6,14,80,80,79,7,41,75,230625,Royals,0,0
Aubrey,Britt,21,1,3,52,35,20,84,92,90,49,73,78,444132,Royals,0,0
Tommie,Dishner,29,1,4,92,67,97,78,59,48,63,35,76,202160,Royals,0,0
Andrew,Harris,29,1,8,33,11,16,62,27,9,67,53,91,438893,Royals,0,0
Joseph,Deleon,30,1,2,76,76,81,36,6,99,2,80,66,348480,Royals,0,0
Lloyd,Anthony,21,1,2,55,20,43,66,31,20,5,39,46,82524,Royals,0,0
Homer,Raycraft,26,1,14,82,2,12,94,75,9,89,46,38,66424,Royals,0,0
Earle,Cunningham,31,1,5,11,18,85,80,72,17,19,97,72,502848,Royals,0,0
Felix,Little,36,1,9,42,65,93,42,12,35,13,13,52,35152,Royals,0,0
